prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,keyword_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
JAEDOY01,WGS,,INV,Benedenia humboldti,PRJNA683713,SAMN17035732,WGS,isolate: 01-04,"host: Seriola lalandi,isolation_source: skin,tissue_type: whole animal",2150072,1080,0,No,1,0,13574,No,CM028216-CM028216,,2021-01-06T00:00:00Z,2020-12-29T00:00:00Z
JAEDXX01,WGS,,INV,Epicauta chinensis,PRJNA683094,SAMN17022221,WGS,isolate: SAX-SD,"isolation_source: grassland,tissue_type: whole body",151880834,870,0,No,0,0,0,No,,,2022-01-30T00:00:00Z,2022-01-30T00:00:00Z
JAEEAS01,WGS,,INV,Meloidogyne arenaria,PRJNA680876,SAMN16925608,WGS,isolate: A2-J Honshu_01,"dev_stage: 2nd juvenile,host: Colocasia esculenta,isolation_source: roots,tissue_type: Whole body",281698354,1431,0,No,1,0,20774,No,CM029798-CM029798,,2021-03-24T00:00:00Z,2021-03-22T00:00:00Z
JAEEFX01,WGS,,INV,Chelonus formosanus,PRJNA683972,SAMN17048605,WGS,isolate: Cfor-HNDZ,"host: Spodoptera litura,tissue_type: whole body",139590424,26,0,No,7,0,138840171,No,CM054000-CM054006,,2023-02-22T00:00:00Z,2023-02-15T00:00:00Z
JAEKCL01,WGS,,PRI,Saimiri boliviensis boliviensis,PRJNA679316,SAMN16846876,WGS,"breed: Bolivian squirrel monkey,isolate: 100643","dev_stage: adult,tissue_type: blood",2639645481,2785,0,No,58,0,2618719576,No,MU179199-MU179257,,2022-06-14T00:00:00Z,2021-01-12T00:00:00Z
JAEKDQ01,WGS,,VRT,Etheostoma perlongum,PRJNA682188,SAMN16982376,WGS,isolate: YFTC_37806,"dev_stage: adult,tissue_type: muscle and gill",788650210,1179,0,No,25,0,729039954,No,"CM049371-CM049394,CM049440-CM049440",,2022-12-16T00:00:00Z,2022-12-16T00:00:00Z
JAEKOY01,WGS,,INV,Delia radicum,PRJNA655405,SAMN15734706,WGS,isolate: iso-1,"dev_stage: adult,isolation_source: laboratory culture,tissue_type: whole body",1324421129,2984,0,No,6,0,1281870358,No,CM037851-CM037856,,2021-12-20T00:00:00Z,2021-12-20T00:00:00Z
JADCKS01,WGS,,INV,Microplitis mediator,PRJNA668670,SAMN16418310,WGS,isolate: Hebei,"host: Helicoverpa armigera,tissue_type: whole body of males",214883576,658,0,No,0,0,0,No,,,2022-01-31T00:00:00Z,2022-01-31T00:00:00Z
JADCLX01,WGS,,PRI,Homo sapiens,PRJNA667512,SAMN03283347,WGS,isolate: NA24385,tissue_type: B-Lymphocyte,3027477806,1272,0,No,0,0,0,No,,,2021-05-19T00:00:00Z,2021-05-19T00:00:00Z
JADCLY01,WGS,,PRI,Homo sapiens,PRJNA667511,SAMN03283347,WGS,isolate: NA24385,tissue_type: B-Lymphocyte,1855746056,15709,0,No,0,0,0,No,,,2021-05-19T00:00:00Z,2021-05-19T00:00:00Z
JADCLZ01,WGS,,PRI,Homo sapiens,PRJNA667514,SAMN03283347,WGS,isolate: NA24385,tissue_type: B-Lymphocyte,3026872481,1270,0,No,0,0,0,No,,,2021-05-19T00:00:00Z,2021-05-19T00:00:00Z
JADCMA01,WGS,,PRI,Homo sapiens,PRJNA667513,SAMN03283347,WGS,isolate: NA24385,tissue_type: B-Lymphocyte,3026987908,1269,0,No,0,0,0,No,,,2021-05-19T00:00:00Z,2021-05-19T00:00:00Z
JADCNF01,WGS,,MAM,Choloepus didactylus,PRJNA561937,SAMN12612024,WGS,isolate: mChoDid1,"dev_stage: adult,tissue_type: spleen",3214702604,146,0,No,30,0,3130173996,No,"CM026690-CM026718,CM026720-CM026720",,2020-11-03T00:00:00Z,2020-10-30T00:00:00Z
JADCNG01,WGS,,MAM,Choloepus didactylus,PRJNA561938,SAMN12612024,WGS,isolate: mChoDid1,"dev_stage: adult,tissue_type: spleen",3180649806,11980,0,No,0,0,0,No,,,2020-11-02T00:00:00Z,2020-11-02T00:00:00Z
JADCQB02,WGS,,INV,Culex pipiens pallens,PRJNA668557,SAMN16414976,WGS,isolate: TS,"dev_stage: adults,host: mouse,tissue_type: whole body",566339288,289,0,No,3,0,549446285,No,CM044971-CM044973,,2022-08-05T00:00:00Z,2022-08-03T00:00:00Z
JADCQK01,WGS,,VRT,Pogoniulus pusillus,PRJNA637953,SAMN15098508,WGS,isolate: bPogPus1,"dev_stage: adult,tissue_type: blood",1272358903,253,0,No,47,0,1237577827,No,"CM026776-CM026821,CM026823-CM026823",,2023-02-23T00:00:00Z,2020-11-02T00:00:00Z
JADCQL01,WGS,,VRT,Pogoniulus pusillus,PRJNA637954,SAMN15098508,WGS,isolate: bPogPus1,"dev_stage: adult,tissue_type: blood",1101771457,2748,0,No,0,0,0,No,,,2023-02-23T00:00:00Z,2020-11-02T00:00:00Z
JADCQM02,WGS,,VRT,Chelonia mydas,PRJNA561941,SAMN12612360,WGS,isolate: rCheMyd1,"dev_stage: adult,tissue_type: blood",2134358617,92,0,No,28,0,2130080300,No,CM026898-CM026925,,2021-07-15T00:00:00Z,2021-07-14T00:00:00Z
JADCQN02,WGS,,VRT,Chelonia mydas,PRJNA561942,SAMN12612360,WGS,isolate: rCheMyd1,"dev_stage: adult,tissue_type: blood",1896142417,6737,0,No,0,0,0,No,,,2021-07-15T00:00:00Z,2021-07-15T00:00:00Z
JADCQO01,WGS,,VRT,Falco rusticolus,PRJNA561988,SAMN12629496,WGS,isolate: bFalRus1,"dev_stage: juvenile,tissue_type: blood",1195847766,133,0,No,25,0,1191278030,No,"CM026666-CM026689,CM026719-CM026719",,2020-11-03T00:00:00Z,2020-11-02T00:00:00Z
JADCQP01,WGS,,VRT,Falco rusticolus,PRJNA561989,SAMN12629496,WGS,isolate: bFalRus1,"dev_stage: juvenile,tissue_type: blood",516243243,8370,0,No,0,0,0,No,,,2020-11-02T00:00:00Z,2020-11-02T00:00:00Z
JADCQQ01,WGS,,VRT,Sebastes umbrosus,PRJNA562005,SAMN12629503,WGS,isolate: fSebUmb1,"dev_stage: adult,tissue_type: muscle",800921631,139,0,No,25,0,791928887,No,"CM026752-CM026775,CM026822-CM026822",,2020-11-03T00:00:00Z,2020-11-02T00:00:00Z
JADCQR01,WGS,,VRT,Sebastes umbrosus,PRJNA562006,SAMN12629503,WGS,isolate: fSebUmb1,"dev_stage: adult,tissue_type: muscle",765970641,2131,0,No,0,0,0,No,,,2020-11-02T00:00:00Z,2020-11-02T00:00:00Z
JADCTI01,WGS,,INV,Haemaphysalis longicornis,PRJNA668644,SAMN16416345,WGS,isolate: Hlo_2020,"isolation_source: whole body,tissue_type: whole body",3156484676,6516,0,No,0,0,0,No,,,2022-02-28T00:00:00Z,2022-02-28T00:00:00Z
JADCTU01,WGS,,MAM,Sus scrofa domesticus,PRJNA531381,SAMN12123497,WGS,breed: Ningxiang,"dev_stage: two months,tissue_type: blood",2440945073,120,0,No,19,0,2419239383,No,CM036052-CM036070,,2021-10-26T00:00:00Z,2021-10-25T00:00:00Z
JADCUE01,WGS,,PRI,Homo sapiens,PRJNA611317,SAMN00000427,WGS,,,2862686651,14587,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUF01,WGS,,PRI,Homo sapiens,PRJNA611142,SAMN00000427,WGS,,,2862542087,14587,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUG01,WGS,,PRI,Homo sapiens,PRJNA611296,SAMN00000475,WGS,,,2851854239,17003,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUH01,WGS,,PRI,Homo sapiens,PRJNA611121,SAMN00000475,WGS,,,2851104227,17003,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUI01,WGS,,PRI,Homo sapiens,PRJNA611316,SAMN00000499,WGS,,,2890550980,14104,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUJ01,WGS,,PRI,Homo sapiens,PRJNA611141,SAMN00000499,WGS,,,2890395568,14104,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUK01,WGS,,PRI,Homo sapiens,PRJNA611294,SAMN00000511,WGS,,,2851954493,16402,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUL01,WGS,,PRI,Homo sapiens,PRJNA611119,SAMN00000511,WGS,,,2851555437,16406,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUM01,WGS,,PRI,Homo sapiens,PRJNA611315,SAMN00000528,WGS,isolate: GM19068,tissue_type: B-lymphocyte cell-line,2895607467,19925,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUN01,WGS,,PRI,Homo sapiens,PRJNA611140,SAMN00000528,WGS,isolate: GM19068,tissue_type: B-lymphocyte cell-line,2895043252,19899,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUO01,WGS,,PRI,Homo sapiens,PRJNA611293,SAMN00000547,WGS,,,2839500935,17361,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUP01,WGS,,PRI,Homo sapiens,PRJNA611118,SAMN00000547,WGS,,,2839270364,17362,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUQ01,WGS,,PRI,Homo sapiens,PRJNA611291,SAMN00000554,WGS,,,2837280959,16673,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUR01,WGS,,PRI,Homo sapiens,PRJNA611116,SAMN00000554,WGS,,,2837100091,16673,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUS01,WGS,,PRI,Homo sapiens,PRJNA611286,SAMN00000568,WGS,,,2853910541,17217,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUT01,WGS,,PRI,Homo sapiens,PRJNA611111,SAMN00000568,WGS,,,2853741882,17219,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUU01,WGS,,PRI,Homo sapiens,PRJNA611312,SAMN00001168,WGS,isolate: NA19440,tissue_type: B-lymphocyte cell-line,3063664311,21289,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUV01,WGS,,PRI,Homo sapiens,PRJNA611137,SAMN00001168,WGS,isolate: NA19440,tissue_type: B-lymphocyte cell-line,3063341039,21288,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUW01,WGS,,PRI,Homo sapiens,PRJNA611311,SAMN00001171,WGS,,,2965542487,17708,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUX01,WGS,,PRI,Homo sapiens,PRJNA611136,SAMN00001171,WGS,,,2965359124,17708,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUY01,WGS,,PRI,Homo sapiens,PRJNA611281,SAMN00001229,WGS,,,2864509817,17355,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCUZ01,WGS,,PRI,Homo sapiens,PRJNA611106,SAMN00001229,WGS,,,2864179047,17357,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVA01,WGS,,PRI,Homo sapiens,PRJNA611306,SAMN00001268,WGS,isolate: GM20587,tissue_type: B-lymphocyte cell-line,2902293565,19106,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVB01,WGS,,PRI,Homo sapiens,PRJNA611131,SAMN00001268,WGS,isolate: GM20587,tissue_type: B-lymphocyte cell-line,2902299381,19090,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVC01,WGS,,PRI,Homo sapiens,PRJNA611305,SAMN00001269,WGS,,,750437272,51,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVD01,WGS,,PRI,Homo sapiens,PRJNA611130,SAMN00001269,WGS,,,2910409679,14924,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVE01,WGS,,PRI,Homo sapiens,PRJNA611318,SAMN00001600,WGS,isolate: NA18552,tissue_type: B-lymphocyte cell-line,2850749895,20508,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVF01,WGS,,PRI,Homo sapiens,PRJNA611143,SAMN00001600,WGS,isolate: NA18552,tissue_type: B-lymphocyte cell-line,2850685877,20502,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVG01,WGS,,PRI,Homo sapiens,PRJNA611297,SAMN00001626,WGS,,,2847598316,16755,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVH01,WGS,,PRI,Homo sapiens,PRJNA611122,SAMN00001626,WGS,,,2847564487,16751,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVI01,WGS,,PRI,Homo sapiens,PRJNA611295,SAMN00001634,WGS,,,2847553128,17106,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVJ01,WGS,,PRI,Homo sapiens,PRJNA611120,SAMN00001634,WGS,,,2847415069,17105,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVK01,WGS,,PRI,Homo sapiens,PRJNA611314,SAMN00001666,WGS,,,2971966064,14724,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVL01,WGS,,PRI,Homo sapiens,PRJNA611139,SAMN00001666,WGS,,,2972002191,14722,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVM01,WGS,,PRI,Homo sapiens,PRJNA611287,SAMN00001690,WGS,,,2853807329,16670,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVN01,WGS,,PRI,Homo sapiens,PRJNA611112,SAMN00001690,WGS,,,2852589617,16675,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVO01,WGS,,PRI,Homo sapiens,PRJNA611313,SAMN00001695,WGS,,,2838018295,229279,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVP01,WGS,,PRI,Homo sapiens,PRJNA611138,SAMN00001695,WGS,,,2837495004,229279,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVQ01,WGS,,PRI,Homo sapiens,PRJNA611307,SAMN00004482,WGS,,,2996062455,16231,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVR01,WGS,,PRI,Homo sapiens,PRJNA611132,SAMN00004482,WGS,,,29126353,36,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVS01,WGS,,PRI,Homo sapiens,PRJNA611303,SAMN00004498,WGS,,,2919042641,14949,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVT01,WGS,,PRI,Homo sapiens,PRJNA611128,SAMN00004498,WGS,,,2918826394,14949,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVU01,WGS,,PRI,Homo sapiens,PRJNA611354,SAMN00006404,WGS,,,2857995835,15111,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVV01,WGS,,PRI,Homo sapiens,PRJNA611177,SAMN00006404,WGS,,,2858047520,15111,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVW01,WGS,,PRI,Homo sapiens,PRJNA611353,SAMN00006405,WGS,isolate: HG00353,tissue_type: B-lymphocyte cell-line,2892083233,20296,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVX01,WGS,,PRI,Homo sapiens,PRJNA611176,SAMN00006405,WGS,isolate: HG00353,tissue_type: B-lymphocyte cell-line,2891916920,20282,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVY01,WGS,,PRI,Homo sapiens,PRJNA611302,SAMN00006447,WGS,,,2859065851,16553,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCVZ01,WGS,,PRI,Homo sapiens,PRJNA611127,SAMN00006447,WGS,,,2858922187,16552,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWA01,WGS,,PRI,Homo sapiens,PRJNA611352,SAMN00006466,WGS,,,2849847499,14251,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWB01,WGS,,PRI,Homo sapiens,PRJNA611175,SAMN00006466,WGS,,,2849648477,14251,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWC01,WGS,,PRI,Homo sapiens,PRJNA611301,SAMN00006504,WGS,,,2853509444,16095,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWD01,WGS,,PRI,Homo sapiens,PRJNA611126,SAMN00006504,WGS,,,2852687266,16093,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWE01,WGS,,PRI,Homo sapiens,PRJNA611350,SAMN00006580,WGS,,,3042693440,18848,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWF01,WGS,,PRI,Homo sapiens,PRJNA611173,SAMN00006580,WGS,,,3042644566,18848,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWG01,WGS,,PRI,Homo sapiens,PRJNA611292,SAMN00007659,WGS,,,2837374560,15977,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWH01,WGS,,PRI,Homo sapiens,PRJNA611117,SAMN00007659,WGS,,,2836709651,15978,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWI01,WGS,,PRI,Homo sapiens,PRJNA611290,SAMN00007675,WGS,,,2845187044,16055,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWJ01,WGS,,PRI,Homo sapiens,PRJNA611115,SAMN00007675,WGS,,,2844670512,16056,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWK01,WGS,,PRI,Homo sapiens,PRJNA611289,SAMN00007676,WGS,,,2834936692,16137,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWL01,WGS,,PRI,Homo sapiens,PRJNA611114,SAMN00007676,WGS,,,2834727844,16133,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWM01,WGS,,PRI,Homo sapiens,PRJNA611288,SAMN00007678,WGS,,,2847989621,16804,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWN01,WGS,,PRI,Homo sapiens,PRJNA611113,SAMN00007678,WGS,,,2847740829,16804,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWO01,WGS,,PRI,Homo sapiens,PRJNA611310,SAMN00007749,WGS,,,2867195111,14631,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWP01,WGS,,PRI,Homo sapiens,PRJNA611135,SAMN00007749,WGS,,,2866905867,14631,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWQ01,WGS,,PRI,Homo sapiens,PRJNA611309,SAMN00007798,WGS,isolate: NA19789,tissue_type: B-lymphocyte cell-line,2858329403,19427,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWR01,WGS,,PRI,Homo sapiens,PRJNA611134,SAMN00007798,WGS,isolate: NA19789,tissue_type: B-lymphocyte cell-line,2857744606,19427,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWS01,WGS,,PRI,Homo sapiens,PRJNA611284,SAMN00007804,WGS,,,2836746194,16144,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWT01,WGS,,PRI,Homo sapiens,PRJNA611109,SAMN00007804,WGS,,,2836622354,16142,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWU01,WGS,,PRI,Homo sapiens,PRJNA611283,SAMN00007818,WGS,,,2837215008,16658,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWV01,WGS,,PRI,Homo sapiens,PRJNA611108,SAMN00007818,WGS,,,2836995473,16661,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWW01,WGS,,PRI,Homo sapiens,PRJNA611308,SAMN00007822,WGS,isolate: GM19921,tissue_type: B-lymphocyte cell-line,3269464398,21064,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWX01,WGS,,PRI,Homo sapiens,PRJNA611133,SAMN00007822,WGS,isolate: GM19921,tissue_type: B-lymphocyte cell-line,3269090689,21063,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWY01,WGS,,PRI,Homo sapiens,PRJNA611282,SAMN00007845,WGS,,,2832059282,16402,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCWZ01,WGS,,PRI,Homo sapiens,PRJNA611107,SAMN00007845,WGS,,,2831951992,16400,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXA01,WGS,,PRI,Homo sapiens,PRJNA611304,SAMN00007969,WGS,isolate: GM21125,tissue_type: B-lymphocyte cell-line,2911630452,19689,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXB01,WGS,,PRI,Homo sapiens,PRJNA611129,SAMN00007969,WGS,isolate: GM21125,tissue_type: B-lymphocyte cell-line,2911628685,19693,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXC01,WGS,,PRI,Homo sapiens,PRJNA611356,SAMN00009091,WGS,isolate: HG00250,tissue_type: B-lymphocyte cell-line,2939952454,19401,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXD01,WGS,,PRI,Homo sapiens,PRJNA611179,SAMN00009091,WGS,isolate: HG00250,tissue_type: B-lymphocyte cell-line,2939549109,19394,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXE01,WGS,,PRI,Homo sapiens,PRJNA611355,SAMN00009092,WGS,,,2878501434,14927,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXF01,WGS,,PRI,Homo sapiens,PRJNA611178,SAMN00009092,WGS,,,2877829492,14927,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXG01,WGS,,PRI,Homo sapiens,PRJNA611347,SAMN00009163,WGS,,,3104220992,18593,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXH01,WGS,,PRI,Homo sapiens,PRJNA611170,SAMN00009163,WGS,,,3104414121,18592,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXI01,WGS,,PRI,Homo sapiens,PRJNA611346,SAMN00009177,WGS,,,3191380074,21446,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXJ01,WGS,,PRI,Homo sapiens,PRJNA611169,SAMN00009177,WGS,,,3190938843,21444,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXK01,WGS,,PRI,Homo sapiens,PRJNA611300,SAMN00009189,WGS,,,2858292199,16921,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXL01,WGS,,PRI,Homo sapiens,PRJNA611125,SAMN00009189,WGS,,,2857589299,16919,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXM01,WGS,,PRI,Homo sapiens,PRJNA611345,SAMN00014344,WGS,,,2905238820,22408,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXN01,WGS,,PRI,Homo sapiens,PRJNA611168,SAMN00014344,WGS,,,2904978474,22407,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXO01,WGS,,PRI,Homo sapiens,PRJNA611342,SAMN00249723,WGS,,,3001637071,18068,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXP01,WGS,,PRI,Homo sapiens,PRJNA611165,SAMN00249723,WGS,,,3001610308,18068,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXQ01,WGS,,PRI,Homo sapiens,PRJNA611341,SAMN00249724,WGS,isolate: HG01971,tissue_type: B-lymphocyte cell-line,2980829952,20439,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXR01,WGS,,PRI,Homo sapiens,PRJNA611164,SAMN00249724,WGS,isolate: HG01971,tissue_type: B-lymphocyte cell-line,2980536668,20434,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXS01,WGS,,PRI,Homo sapiens,PRJNA611344,SAMN00249871,WGS,,,3224678678,20047,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXT01,WGS,,PRI,Homo sapiens,PRJNA611167,SAMN00249871,WGS,,,3224773395,20047,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXU01,WGS,,PRI,Homo sapiens,PRJNA611343,SAMN00249872,WGS,,,2984571050,17620,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXV01,WGS,,PRI,Homo sapiens,PRJNA611166,SAMN00249872,WGS,,,2984542685,17620,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXW01,WGS,,PRI,Homo sapiens,PRJNA611349,SAMN00249888,WGS,,,3099405718,19528,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXX01,WGS,,PRI,Homo sapiens,PRJNA611172,SAMN00249888,WGS,,,3099138685,19528,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
JADCXY01,WGS,,PRI,Homo sapiens,PRJNA611348,SAMN00249889,WGS,isolate: HG00851,tissue_type: B-lymphocyte cell-line,2896721913,18105,0,No,0,0,0,No,,,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z
